Reaction,Substrate,Substrate_MolWt,Substrate_MolLogP,Substrate_TPSA,Catalyst,Base,Solvent,Solvent_MolWt,Solvent_MolLogP,Solvent_TPSA,Yield
1263,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,P2Et,t-AmOH,88.15,1.1673,20.23,17.7896
1264,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,P2Et,DMA,87.122,0.0945,20.31,15.8475
1265,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,P2Et,Toluene,92.141,1.995,0.0,16.87
1266,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,P2Et,2-Me-THF,86.134,1.1853,9.23,14.3875
1267,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,LiOTMS,DMSO,78.136,-0.0053,17.07,7.8699
1268,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,10.3932
1269,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,LiOTMS,t-AmOH,88.15,1.1673,20.23,12.8118
1270,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,LiOTMS,DMA,87.122,0.0945,20.31,10.8697
1271,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,LiOTMS,Toluene,92.141,1.995,0.0,11.8921
1272,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,LiOTMS,2-Me-THF,86.134,1.1853,9.23,9.4097
1273,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,NaOtBu,DMSO,78.136,-0.0053,17.07,13.4574
1274,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,15.9808
1275,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,NaOtBu,t-AmOH,88.15,1.1673,20.23,18.3993
1276,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,NaOtBu,DMA,87.122,0.0945,20.31,16.4572
1277,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,NaOtBu,Toluene,92.141,1.995,0.0,17.4797
1278,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,NaOtBu,2-Me-THF,86.134,1.1853,9.23,14.9972
1279,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,Cs2CO3,DMSO,78.136,-0.0053,17.07,13.5844
1280,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,16.1077
1281,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,Cs2CO3,t-AmOH,88.15,1.1673,20.23,18.5263
1282,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,Cs2CO3,DMA,87.122,0.0945,20.31,16.5842
1283,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,Cs2CO3,Toluene,92.141,1.995,0.0,17.6066
1284,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,15.1242
1285,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,BTMG,DMSO,78.136,-0.0053,17.07,9.1025
1286,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,11.6259
1287,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,BTMG,t-AmOH,88.15,1.1673,20.23,14.0444
1288,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,BTMG,DMA,87.122,0.0945,20.31,12.1024
1289,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,BTMG,Toluene,92.141,1.995,0.0,13.1248
1290,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,BTMG,2-Me-THF,86.134,1.1853,9.23,10.6423
1291,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,K3PO4,DMSO,78.136,-0.0053,17.07,9.3694
1292,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,11.8928
1293,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,K3PO4,t-AmOH,88.15,1.1673,20.23,14.3113
1294,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,K3PO4,DMA,87.122,0.0945,20.31,12.3692
1295,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,K3PO4,Toluene,92.141,1.995,0.0,13.3917
1296,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,K3PO4,2-Me-THF,86.134,1.1853,9.23,10.9092
1297,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,17.7305
1298,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,20.2539
1299,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,22.6724
1300,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,41.25
1301,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,21.7528
1302,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,19.2704
1303,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,12.7527
1304,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,15.276
1305,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,17.6946
1306,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,15.7525
1307,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,16.775
1308,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,14.2925
1309,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,18.3402
1310,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,20.8636
1311,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,23.2821
1312,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,76.3636
1313,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,22.3625
1314,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,19.8801
1315,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,18.4672
1316,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,20.9905
1317,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,23.4091
1318,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,38.6364
1319,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,22.4895
1320,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,20.007
1321,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,13.9854
1322,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,16.5087
1323,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,18.9272
1324,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,16.9852
1325,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,18.0076
1326,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,15.5252
1327,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,14.2523
1328,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,16.7756
1329,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,19.1941
1330,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,17.2521
1331,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,18.2745
1332,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,15.7921
1333,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,16.1397
1334,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,82.7273
1335,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,41.8939
1336,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,19.1395
1337,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,20.162
1338,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,17.6795
1339,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,11.1619
1340,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,13.6852
1341,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,16.1037
1342,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,14.1617
1343,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,15.1841
1344,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,12.7017
1345,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,16.7494
1346,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,19.2727
1347,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,21.6913
1348,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,19.7492
1349,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,20.7717
1350,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,18.2892
1351,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,16.8764
1352,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,19.3997
1353,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,21.8183
1354,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,47.2727
1355,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,20.8986
1356,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,18.4162
1357,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,12.3945
1358,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,14.9178
1359,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,16.3636
1360,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,15.3943
1361,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,16.4168
1362,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,13.9343
1363,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,12.6614
1364,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,15.1847
1365,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,17.6033
1366,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,15.6612
1367,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,16.6837
1368,COc1ccc(Cl)cc1,142.585,2.3486,9.23,brettphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,14.2012
1369,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,P2Et,DMSO,78.136,-0.0053,17.07,1.4052
1370,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,1.0759
1371,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,P2Et,t-AmOH,88.15,1.1673,20.23,3.4944
1372,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,P2Et,DMA,87.122,0.0945,20.31,1.5524
1373,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,P2Et,Toluene,92.141,1.995,0.0,2.5748
1374,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,P2Et,2-Me-THF,86.134,1.1853,9.23,0.0924
1375,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,LiOTMS,DMSO,78.136,-0.0053,17.07,0.0
1376,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,0.0
1377,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,LiOTMS,t-AmOH,88.15,1.1673,20.23,0.0
1378,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,LiOTMS,DMA,87.122,0.0945,20.31,0.0
1379,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,LiOTMS,Toluene,92.141,1.995,0.0,0.0
1380,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,LiOTMS,2-Me-THF,86.134,1.1853,9.23,0.0
1381,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,NaOtBu,DMSO,78.136,-0.0053,17.07,0.0
1382,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,1.6856
1383,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,NaOtBu,t-AmOH,88.15,1.1673,20.23,4.1041
1384,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,NaOtBu,DMA,87.122,0.0945,20.31,2.1621
1385,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,NaOtBu,Toluene,92.141,1.995,0.0,3.1845
1386,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,NaOtBu,2-Me-THF,86.134,1.1853,9.23,0.7021
1387,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,Cs2CO3,DMSO,78.136,-0.0053,17.07,0.0
1388,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,1.8125
1389,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,Cs2CO3,t-AmOH,88.15,1.1673,20.23,4.2311
1390,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,Cs2CO3,DMA,87.122,0.0945,20.31,2.289
1391,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,Cs2CO3,Toluene,92.141,1.995,0.0,3.3115
1392,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,0.829
1393,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,BTMG,DMSO,78.136,-0.0053,17.07,1.8105
1394,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,0.0
1395,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,BTMG,t-AmOH,88.15,1.1673,20.23,0.0
1396,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,BTMG,DMA,87.122,0.0945,20.31,0.0
1397,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,BTMG,Toluene,92.141,1.995,0.0,0.0
1398,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,BTMG,2-Me-THF,86.134,1.1853,9.23,0.0
1399,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,K3PO4,DMSO,78.136,-0.0053,17.07,0.0
1400,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,0.0
1401,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,K3PO4,t-AmOH,88.15,1.1673,20.23,0.0161
1402,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,K3PO4,DMA,87.122,0.0945,20.31,0.0
1403,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,K3PO4,Toluene,92.141,1.995,0.0,0.0
1404,COc1ccc(Cl)cc1,142.585,2.3486,9.23,xphos-pd-g3-triflate,K3PO4,2-Me-THF,86.134,1.1853,9.23,0.0
1405,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,P2Et,DMSO,78.136,-0.0053,17.07,0.6909
1406,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,13.2069
1407,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,P2Et,t-AmOH,88.15,1.1673,20.23,15.6255
1408,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,P2Et,DMA,87.122,0.0945,20.31,13.6834
1409,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,P2Et,Toluene,92.141,1.995,0.0,14.7058
1410,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,P2Et,2-Me-THF,86.134,1.1853,9.23,12.2234
1411,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,LiOTMS,DMSO,78.136,-0.0053,17.07,5.7058
1412,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,8.2291
1413,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,LiOTMS,t-AmOH,88.15,1.1673,20.23,10.6476
1414,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,LiOTMS,DMA,87.122,0.0945,20.31,8.7056
1415,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,LiOTMS,Toluene,92.141,1.995,0.0,9.728
1416,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,LiOTMS,2-Me-THF,86.134,1.1853,9.23,7.2456
1417,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,NaOtBu,DMSO,78.136,-0.0053,17.07,11.2933
1418,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,13.8166
1419,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,NaOtBu,t-AmOH,88.15,1.1673,20.23,16.2352
1420,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,NaOtBu,DMA,87.122,0.0945,20.31,14.2931
1421,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,NaOtBu,Toluene,92.141,1.995,0.0,15.3156
1422,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,NaOtBu,2-Me-THF,86.134,1.1853,9.23,12.8331
1423,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,Cs2CO3,DMSO,78.136,-0.0053,17.07,11.4203
1424,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,13.9436
1425,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,Cs2CO3,t-AmOH,88.15,1.1673,20.23,16.3621
1426,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,Cs2CO3,DMA,87.122,0.0945,20.31,14.4201
1427,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,Cs2CO3,Toluene,92.141,1.995,0.0,15.4425
1428,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,12.9601
1429,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,BTMG,DMSO,78.136,-0.0053,17.07,1.7548
1430,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,9.4617
1431,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,BTMG,t-AmOH,88.15,1.1673,20.23,11.8803
1432,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,BTMG,DMA,87.122,0.0945,20.31,9.9382
1433,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,BTMG,Toluene,92.141,1.995,0.0,10.9607
1434,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,BTMG,2-Me-THF,86.134,1.1853,9.23,8.4782
1435,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,K3PO4,DMSO,78.136,-0.0053,17.07,7.2053
1436,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,9.7286
1437,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,K3PO4,t-AmOH,88.15,1.1673,20.23,12.1472
1438,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,K3PO4,DMA,87.122,0.0945,20.31,10.2051
1439,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,K3PO4,Toluene,92.141,1.995,0.0,11.2276
1440,COc1ccc(Cl)cc1,142.585,2.3486,9.23,adbrettphos-pd-g3-triflate,K3PO4,2-Me-THF,86.134,1.1853,9.23,8.7451
1441,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,0.8159
1442,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,3.3393
1443,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,5.7578
1444,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,3.8158
1445,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,4.8382
1446,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,2.3558
1447,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,0.0
1448,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,0.0
1449,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,427.342,4.9969,42.43,cphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,0.78
